id,title,mimeType,size_bytes,modifiedTime,parentId,parent_title,local_dir
16RMFRj4lk_n_m4FD--Z2gnrFRD4r9pb9,Simmons Scenarios - Tec 12 and Tec 13.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,73185,2023-09-29T15:38:10Z,1B5CHFmwGiT4el8V36QKSEJXP5Algn1R-,,tec12_drill
1a3MvVcryjl3TnZ-Js45WO9mR8L9UofjL,TEC-12 Build&Hold Well Design.pdf,application/pdf,243995,2023-09-29T15:37:47Z,1B5CHFmwGiT4el8V36QKSEJXP5Algn1R-,,tec12_drill
1OZOfd3wCVZq708P5wE9mFBcYsjF7lvD6,TEC-12 Rough Drilling & Completion Cost Estimate (2).xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,43103,2023-09-29T15:36:56Z,1B5CHFmwGiT4el8V36QKSEJXP5Algn1R-,,tec12_drill
1Uz55PMIH68jU9xtmowolvBaQQ_Fy7s6I,TEC-12 S-Shape Deviation Plan.pdf,application/pdf,418799,2023-09-29T15:37:55Z,1B5CHFmwGiT4el8V36QKSEJXP5Algn1R-,,tec12_drill
1b3DRPagxiPj9T_iJK31sQySMXa1R6YeN,Tec 12 Seismic images.pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation,5173134,2023-09-29T15:38:32Z,1B5CHFmwGiT4el8V36QKSEJXP5Algn1R-,,tec12_drill
1WnmrcP4TC7kiRVEJwsiaYXDeVf8hNyxQ,Tec-12 Time vs Depth.pdf,application/pdf,130100,2023-09-29T15:37:13Z,1B5CHFmwGiT4el8V36QKSEJXP5Algn1R-,,tec12_drill
11GIzxACj0ZFeS8VETnHkcm4B0kFo6TV-,Tecolutla Type Curve.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,146818,2021-03-03T19:17:15Z,1B5CHFmwGiT4el8V36QKSEJXP5Algn1R-,,tec12_drill
1FY4O-cKf7cINcYyidWWQmVOeh4xOyfrR,Tecolutla Work Program - Tec-12 Drill.pdf,application/pdf,14487956,2023-09-29T15:38:20Z,1B5CHFmwGiT4el8V36QKSEJXP5Algn1R-,,tec12_drill
13aGhnQvH2jiV5AbpCIlh1n_-3Y22Yf6e,Tonalli Contractual Fee and Exploration Tax.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,15265,2020-11-12T20:23:37Z,1B5CHFmwGiT4el8V36QKSEJXP5Algn1R-,,tec12_drill
1lT5lmPAfMYb5G7t6z9Yxu7_xolTs2nLe,image001.png,image/png,412847,2023-10-24T19:03:21Z,1B5CHFmwGiT4el8V36QKSEJXP5Algn1R-,,tec12_drill
1MN4mO0eBzvxVSfMNbI1v9TFHWyF8X17j,TEC-10 Lowest Known Oil Image.png,image/png,1980769,2018-08-13T16:14:55Z,1B5gMNJcQBdVlVmsXcAbc7w6h6aGeXPor,,unsorted/1B5gMNJcQBdVlVmsXcAbc7w6h6aGeXPor
1NVoaGiQc8n21gIwVWGn3-5UUKlg0FN2y,Tecolutla-11Des Columna Litologica 40-3283 MD.pdf,application/pdf,536192,2018-12-04T13:45:58Z,1BbEeSgFaxmNewRXhAbOLWa0mYozlRCsM,Tec-11 DES Sample Descriptions,geology/Tec-11 DES Sample Descriptions
1BYP_vhvY38Khs-gGAdq_22_kkt9ItRJg,BLOQUE_TECOLUTLA_2_A500_2307_2372_ABRA_19_08_11_HCP.CGM,application/octet-stream,243504,2012-04-04T15:05:04Z,1C16zS_FdaLIDCAqLS5oCI5fCgNzF5M35,Tecolutla 2,geology/Tecolutla Well Logs/Tecolutla 2
1HXziKogQ6SMIyxeVlF7uK03xkTeuaNA3,BLOQUE_TECOLUTLA_2_A500_2307_2372_ABRA_19_08_11_HCP.CGM.meta,application/octet-stream,201323,2016-05-17T03:27:16Z,1C16zS_FdaLIDCAqLS5oCI5fCgNzF5M35,Tecolutla 2,geology/Tecolutla Well Logs/Tecolutla 2
1YsmTlZ6UPhAeTdl6kAghjBzMO0nhusmO,09001539801b6d6f_COPITE-95_FMI_IMAGEN_MICRORESTIVA_INT_2509-2663.pdf,application/pdf,3160216,2016-09-08T23:13:44Z,1CSlOzI55eKP1BFbPZVpmsxCDCjzBsvEP,,unsorted/1CSlOzI55eKP1BFbPZVpmsxCDCjzBsvEP
17Bvhr7MT-XSjK8gq9b2eWTFI_6gR69Cl,20180606 Tecolutla-2 Oil Analysis1.pdf,application/pdf,181175,2018-06-06T20:55:42Z,1E4f1NeV8pqDDuOV1h073jIbhctbPTN1R,Fluid Analyzes,fluid_analyses
1smUHFFGR-gpdkuaqq3S2W_MZJGzIn-fR,20180606 Tecolutla-2 Oil Analysis2.pdf,application/pdf,8846,2018-06-06T20:55:43Z,1E4f1NeV8pqDDuOV1h073jIbhctbPTN1R,Fluid Analyzes,fluid_analyses
1xfKOqXH5zqua4EWQYM8--i4RUF0gPOS7,201808 Tecolutla-10 Oil Analysis (Distillation) - Corelab.pdf,application/pdf,1548001,2018-08-16T21:23:54Z,1E4f1NeV8pqDDuOV1h073jIbhctbPTN1R,Fluid Analyzes,fluid_analyses
1l5MfSTLBtCqe6lMf58_8ao3C0Mi4UILn,201808 Tecolutla-10 Oil Analysis (Distillation) - SGS.pdf,application/pdf,8799,2018-08-16T21:34:07Z,1E4f1NeV8pqDDuOV1h073jIbhctbPTN1R,Fluid Analyzes,fluid_analyses
1mD817LdN-ESkqfFxclFtNt6nJwHArhIV,201808 Tecolutla-10 Oil Analysis Report - SGS.pdf,application/pdf,177425,2018-08-16T21:34:07Z,1E4f1NeV8pqDDuOV1h073jIbhctbPTN1R,Fluid Analyzes,fluid_analyses
1MwqplwT13v16FOQS_LxrKONRmAFeqGuh,20181126 Tecolutla-10 Oil Analysis Report - Intertek.pdf,application/pdf,851547,2018-11-27T00:15:43Z,1E4f1NeV8pqDDuOV1h073jIbhctbPTN1R,Fluid Analyzes,fluid_analyses
1mWiIxLqz0BL8kfZQPmH90qTa7XChBBKR,20181214 Tecolutla-10 Oil Analysis Report - Intertek.pdf,application/pdf,688726,2019-01-10T21:40:22Z,1E4f1NeV8pqDDuOV1h073jIbhctbPTN1R,Fluid Analyzes,fluid_analyses
1WuX_RnGTyDMXSNkxHOXGGYt__JFQiraL,20190118 Tecolutla-10 Oil Analysis Report - Intertek.pdf,application/pdf,4163564,2019-01-19T05:00:02Z,1E4f1NeV8pqDDuOV1h073jIbhctbPTN1R,Fluid Analyzes,fluid_analyses
1wUbulowCQflTK0GriMb3vz-jZfeGCPK3,20190215 Tecolutla-10 Oil Analysis Report - Intertek.pdf,application/pdf,11207749,2019-02-22T22:43:59Z,1E4f1NeV8pqDDuOV1h073jIbhctbPTN1R,Fluid Analyzes,fluid_analyses
1BAV0QTwhe3KGwc-Xc4VVn3nwmBDxSvcH,20190824 Tecolutla-11 Oil Analysis Tantoyuca.pdf,application/pdf,793259,2019-08-24T15:46:40Z,1E4f1NeV8pqDDuOV1h073jIbhctbPTN1R,Fluid Analyzes,fluid_analyses
1pIhdnq-2I-tQXyz1I-rn7mrDIHmIk5DF,Historical_Oil_Analysis_Tecolutla_Field.pdf,application/pdf,895717,2017-06-20T21:13:00Z,1E4f1NeV8pqDDuOV1h073jIbhctbPTN1R,Fluid Analyzes,fluid_analyses
1DZOeFfU7coQiC9RTvdOKxQL0q3pX0qD-,PHOTOS OF CONDENSATE AND WATER SAMPLES.pdf,application/pdf,145512,2018-09-05T21:16:01Z,1E4f1NeV8pqDDuOV1h073jIbhctbPTN1R,Fluid Analyzes,fluid_analyses
1sSj2omDHiRFN56n-0L0wZGji6cKLCn7T,Petricore Quote - VHLAB-45-2018_Cotización_Tonalli Energia.pdf,application/pdf,437784,2018-08-01T20:53:56Z,1E4f1NeV8pqDDuOV1h073jIbhctbPTN1R,Fluid Analyzes,fluid_analyses
13hjseDIQS8RAF27m-Z20j5NuicHEN_ZX,Tecolutla-10 Gas Comps V603-18.pdf,application/pdf,134739,2018-08-06T16:04:21Z,1E4f1NeV8pqDDuOV1h073jIbhctbPTN1R,Fluid Analyzes,fluid_analyses
18K1o3U9-A-RwoadRZKiwdmPKjLFDfCwi,Tecolutla-10DES Zona AB AnalisisCrudo V603-18.pdf,application/pdf,176143,2018-08-13T17:09:41Z,1E4f1NeV8pqDDuOV1h073jIbhctbPTN1R,Fluid Analyzes,fluid_analyses
1JEu7SVmexurnAwoAyBYiB-VuugT_593P,Tecolutla-10DES Zona B AnalisisCrudo V603-18.pdf,application/pdf,419282,2018-08-13T17:09:42Z,1E4f1NeV8pqDDuOV1h073jIbhctbPTN1R,Fluid Analyzes,fluid_analyses
1L4FtW5gWjN6Xr_6n1K0w5GeXxsa3jZHj,Tecolutla-2 Gas Comps V613-18 (JT Liquids Recovery).xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,12526,2018-08-10T16:20:43Z,1E4f1NeV8pqDDuOV1h073jIbhctbPTN1R,Fluid Analyzes,fluid_analyses
1y3HGJLuOo9_oGoRj3X0-ttlztbg3gLi3,Tecolutla-2 Gas Comps V613-18.pdf,application/pdf,119367,2018-05-31T20:51:37Z,1E4f1NeV8pqDDuOV1h073jIbhctbPTN1R,Fluid Analyzes,fluid_analyses
1gqQB4yzrDLn2pXbZPtOtI6VtpBRDA2pc,Tecolutla-2 Muestreo V613-18.pdf,application/pdf,302300,2018-05-31T20:51:39Z,1E4f1NeV8pqDDuOV1h073jIbhctbPTN1R,Fluid Analyzes,fluid_analyses
1shj10gtUcoC_EtLPidumanI9PJbjWdCq,"Tecolutla-2 Oil Distillation Jul 9, 1974.pdf",application/pdf,99860,2016-06-01T16:29:51Z,1E4f1NeV8pqDDuOV1h073jIbhctbPTN1R,Fluid Analyzes,fluid_analyses
1_3M16r7GgQ6GJW7e8MZJa7oejuQu_Vdo,"Tecolutla-2 Oil Distillation May 9, 1974.pdf",application/pdf,124085,2016-06-01T16:30:33Z,1E4f1NeV8pqDDuOV1h073jIbhctbPTN1R,Fluid Analyzes,fluid_analyses
1XrgtfnI5ecMCM4JfzqD2G0pYLGmCo7D1,Tecolutla-2 Water Analisis Stiff V613-18.pdf,application/pdf,49071,2018-05-31T20:51:29Z,1E4f1NeV8pqDDuOV1h073jIbhctbPTN1R,Fluid Analyzes,fluid_analyses
1mwNH_0GQuMa1E9zEX8kt8iHA0ph6fZy6,"Tecolutla-6 Gas Analysis Aug28, 1970.pdf",application/pdf,163493,2016-06-09T21:15:28Z,1E4f1NeV8pqDDuOV1h073jIbhctbPTN1R,Fluid Analyzes,fluid_analyses
1jP4nWK4BSas3rgyzR9k19uNDqJlzVC0T,"Tecolutla-6 Oil Distillation Jan 22, 1959.pdf",application/pdf,54973,2016-06-09T21:18:27Z,1E4f1NeV8pqDDuOV1h073jIbhctbPTN1R,Fluid Analyzes,fluid_analyses
1l7QvyKJijGVJUva1BtCKM8lalspR14rH,"Tecolutla-6 Oil Distillation Jun 19, 1974.pdf",application/pdf,113652,2016-06-09T20:03:11Z,1E4f1NeV8pqDDuOV1h073jIbhctbPTN1R,Fluid Analyzes,fluid_analyses
1pgpPlh__iopzn2hypIZWTc02-fGKMFNq,"Tecolutla-6 Oil Distillation May 9, 1975.pdf",application/pdf,126149,2016-06-09T20:01:51Z,1E4f1NeV8pqDDuOV1h073jIbhctbPTN1R,Fluid Analyzes,fluid_analyses
1DWZsqJChP3Ma7p1SbATh5QZGep0BD0wR,"Tecolutla-6 Oil Distillation Oct 19, 1956.pdf",application/pdf,66007,2016-06-10T17:36:27Z,1E4f1NeV8pqDDuOV1h073jIbhctbPTN1R,Fluid Analyzes,fluid_analyses
10XQXYjUf2HXOnJ3MdGQTr-sXtD7BkmRP,"Tecolutla-7 Oil Distillation Jan 21, 1957.pdf",application/pdf,76247,2016-06-08T16:37:40Z,1E4f1NeV8pqDDuOV1h073jIbhctbPTN1R,Fluid Analyzes,fluid_analyses
1lCed8BBLCOv4FoxwLhiarPAXPc_ZF8o0,Tecolutla-7 Oil Distillation Jul 1971.pdf,application/pdf,121251,2016-06-07T20:11:20Z,1E4f1NeV8pqDDuOV1h073jIbhctbPTN1R,Fluid Analyzes,fluid_analyses
1NO4tzyoW0baEj7R8PtSnhSakMLing0Zw,"Tecolutla-7 Oil Distillation May 9, 1975.pdf",application/pdf,134025,2017-06-20T21:17:58Z,1E4f1NeV8pqDDuOV1h073jIbhctbPTN1R,Fluid Analyzes,fluid_analyses
1TOkRWvLF9e0ebQADi7Wrg3oPlVkGZpWq,Tecolutla10 Water Analisis Stiff V603-18.pdf,application/pdf,50424,2018-08-06T16:04:14Z,1E4f1NeV8pqDDuOV1h073jIbhctbPTN1R,Fluid Analyzes,fluid_analyses
1Fz-qlWCj4kim2aqqTivpQzwgd_SHT9lQ,Tecolutltla-10DES Zona C AnalisisCrudo 3-ago-18 V603-18.pdf,application/pdf,174153,2018-09-05T21:15:56Z,1E4f1NeV8pqDDuOV1h073jIbhctbPTN1R,Fluid Analyzes,fluid_analyses
1U-aZXHWlJ0Nnamw1zPAffH4cWN9kcecG,Tecolutltla-10DES Zona C AnalisisCrudo 5-ago-18 V603-18.pdf,application/pdf,174426,2018-09-05T21:15:56Z,1E4f1NeV8pqDDuOV1h073jIbhctbPTN1R,Fluid Analyzes,fluid_analyses
1n-DYmcI2SV0vxKAYfe94vQDhVBAYUImH,Tecolutltla-10DES Zona C AnalisisCrudo 6-ago-18 V603-18.pdf,application/pdf,175080,2018-09-05T21:15:58Z,1E4f1NeV8pqDDuOV1h073jIbhctbPTN1R,Fluid Analyzes,fluid_analyses
17bxvH7xAYe9wfLEj8JYn_Kz31MVgqDrL,Tecolutla Pressure Summary.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,34754,2018-05-12T22:27:59Z,1FivwQDgxkzEufcVJj42AUUValzaPLKyC,Pressures,pressures
1seZxLnMfkFwZSmo7x1uizYm-IZTWuZmE,"Tecolutla-2 Static Gradient Dec 5, 1964.pdf",application/pdf,469187,2016-06-01T20:51:49Z,1FivwQDgxkzEufcVJj42AUUValzaPLKyC,Pressures,pressures
1ffwlU79DIst-j_qN83ExW27WDm4y1yIk,"Tecolutla-2 Static Gradient Dec 8, 1964.pdf",application/pdf,463951,2016-06-01T20:50:37Z,1FivwQDgxkzEufcVJj42AUUValzaPLKyC,Pressures,pressures
1dM4W_3qolBWclR2eZOMIwBibfcp9Rq8I,"Tecolutla-2 Static Gradient Mar 27, 2018.xlsx",application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,1602030,2018-03-27T17:46:07Z,1FivwQDgxkzEufcVJj42AUUValzaPLKyC,Pressures,pressures
1N2x9piD7xP1_m8WtBHBL1qAHPS_lUBqB,"Tecolutla-2 Static Gradient May 24, 1956.pdf",application/pdf,504819,2016-06-01T16:35:01Z,1FivwQDgxkzEufcVJj42AUUValzaPLKyC,Pressures,pressures
17Uze9oGZdPRJVc6AB2gDcTmS2-mWU0Wi,"Tecolutla-6 Static Gradient Aug 12, 1971.pdf",application/pdf,139286,2016-06-09T21:11:13Z,1FivwQDgxkzEufcVJj42AUUValzaPLKyC,Pressures,pressures
1IMZd3_-bNniV97dJUA9SqEHCM6vvs4BO,"Tecolutla-6 Static Gradient Aug 17, 1971.pdf",application/pdf,154086,2016-06-09T21:13:07Z,1FivwQDgxkzEufcVJj42AUUValzaPLKyC,Pressures,pressures
1ZJckExM1FK7NRGYPUPdk-sTpi1hAxTH9,"Tecolutla-6 Static Gradient Aug 24, 1971.pdf",application/pdf,161586,2016-06-09T21:13:23Z,1FivwQDgxkzEufcVJj42AUUValzaPLKyC,Pressures,pressures
16p1dm05Fq0t4BGwPhwezxXrRuykj8oiQ,"Tecolutla-6 Static Gradient Aug 28, 1971.pdf",application/pdf,156030,2016-06-09T21:13:41Z,1FivwQDgxkzEufcVJj42AUUValzaPLKyC,Pressures,pressures
1hRR4al-DaYiik0O_oG_7MpBeUfgZzAUI,"Tecolutla-6 Static Gradient Aug 6, 1971.pdf",application/pdf,160187,2016-06-09T21:12:15Z,1FivwQDgxkzEufcVJj42AUUValzaPLKyC,Pressures,pressures
10H1uW2biQHt5Xtkk4Ca1FnPMZQDjzExG,"Tecolutla-6 Static Gradient Aug 9, 1971.pdf",application/pdf,153485,2016-06-09T21:12:35Z,1FivwQDgxkzEufcVJj42AUUValzaPLKyC,Pressures,pressures
1WRX4jFy5oAdybe9eFL6lSaYW4YcIzmJB,"Tecolutla-6 Static Gradient Dec 2, 1964.pdf",application/pdf,488671,2016-06-09T21:18:03Z,1FivwQDgxkzEufcVJj42AUUValzaPLKyC,Pressures,pressures
1W_BBKzL5SHbpp9roIWLEbwhAr7IOgg5m,"Tecolutla-6 Static Gradient Jun 4, 1973.pdf",application/pdf,109218,2016-06-09T20:42:17Z,1FivwQDgxkzEufcVJj42AUUValzaPLKyC,Pressures,pressures
1fAFFIYNOqRxi6kZEdbLTNjpyQQNYbOV8,"Tecolutla-6 Static Gradient Oct 18, 1971.pdf",application/pdf,162390,2016-06-09T21:01:42Z,1FivwQDgxkzEufcVJj42AUUValzaPLKyC,Pressures,pressures
19t0e50_LLewViOz8ieitR3GWJe9sqTo0,"Tecolutla-6 Static Gradient Sep 11, 1971.pdf",application/pdf,153269,2016-06-09T21:09:04Z,1FivwQDgxkzEufcVJj42AUUValzaPLKyC,Pressures,pressures
170wDY4AniYieX8lo8f_bU8Y78GgmQqmJ,"Tecolutla-6 Static Gradient Sep 3, 1971.pdf",application/pdf,159154,2016-06-09T21:05:11Z,1FivwQDgxkzEufcVJj42AUUValzaPLKyC,Pressures,pressures
1g2mTxvlUMlTfItUAeifYcTuLalN2EGf1,"Tecolutla-6 Static Gradient Sep 6, 1971.pdf",application/pdf,158873,2016-06-09T21:07:50Z,1FivwQDgxkzEufcVJj42AUUValzaPLKyC,Pressures,pressures
1xkChGT8YG-3w7CCdrmeL05ybunwTx0zZ,"Tecolutla-6 Static Gradient Sep 8, 1971.pdf",application/pdf,156058,2016-06-09T21:08:19Z,1FivwQDgxkzEufcVJj42AUUValzaPLKyC,Pressures,pressures
1IWsgiSKmMHoFMmciWwMVwsrGS5vzG0NZ,"Tecolutla-7 Static Gradient Dec 8, 1964.pdf",application/pdf,975328,2016-06-07T21:09:02Z,1FivwQDgxkzEufcVJj42AUUValzaPLKyC,Pressures,pressures
17M0HvZ9n3Sd5yp772p4dWO3q0sAnAONL,"Tecolutla-7 Static Gradient Oct 6, 1998.pdf",application/pdf,173446,2016-06-07T21:26:26Z,1FivwQDgxkzEufcVJj42AUUValzaPLKyC,Pressures,pressures
1YkMK3_VVBiQg14yndJsuHUjwbECFr1ZI,20201110 Tecolutla Economics (Simmons) v2.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,989782,2020-11-12T16:07:12Z,1FuTAXvbpJvxgpoMkHGHOzA8nU6XgX9q8,OLD,tec12_drill/OLD
1Vf-BNubE4abf7-7TdG7aFT141tMjF5B7,20201110 Tecolutla Economics (Simmons) v3 (kevin gunning's conflicted copy 2021-01-12).xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,532737,2021-01-12T21:48:22Z,1FuTAXvbpJvxgpoMkHGHOzA8nU6XgX9q8,OLD,tec12_drill/OLD
1uooDwPBw_7nOK2Q7PVteI-0m7KTV7MIr,20201110 Tecolutla Economics (Simmons) v3.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,361262,2020-11-12T20:52:08Z,1FuTAXvbpJvxgpoMkHGHOzA8nU6XgX9q8,OLD,tec12_drill/OLD
1u3yMe7q2i8fbazdvJ5Ica1ISN7CwFEyk,20201110 Tecolutla Economics (Simmons).xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,394330,2020-11-11T23:32:59Z,1FuTAXvbpJvxgpoMkHGHOzA8nU6XgX9q8,OLD,tec12_drill/OLD
1mrlr7QOgXJtbyaOMeHwv-UwtPqrpmWL0,Economic Model (Tecolutla August 2020) - FOR TRANS PLAN (TEC-12 Drill Econ).xlsm,application/vnd.ms-excel.sheet.macroenabled.12,2675750,2025-08-18T18:49:24.320Z,1FuTAXvbpJvxgpoMkHGHOzA8nU6XgX9q8,OLD,tec12_drill/OLD
1M8-de1bNc3vdrfHimnPwZuPDVoWPpyAR,Tec-10 Summary Modern day Image (sink hole).pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation,1687412,2018-08-14T17:29:50Z,1Hjmp0xd63M3uM-17ze86XTphOgJnJzy6,,geology/tec10_image_log
1dyyCuRGIs03dgQnh27qmGBmFxMYW4vEL,TEC-10 Lowest Known Oil Image.png,image/png,1980769,2018-08-13T16:14:55Z,1LQdVAp33w30sCqZjO96fp-6oFe1uejO4,,unsorted/1LQdVAp33w30sCqZjO96fp-6oFe1uejO4
1T7nB2QQGfuhUq9mCQZ4144PqUnNBHr4V,FMI_Stress.jpg,image/jpeg,212406,2019-07-16T22:49:12Z,1LfPzgP-bFimMVTf82SOClmU-0KIBBOfY,,unsorted/1LfPzgP-bFimMVTf82SOClmU-0KIBBOfY
1RmgUnU4W4EfSiJuDc457LXKX3lfZycL8,TECOLUTLA 10_CMI IMAGE DIPS_2487.00m-2280.5m_02MAY2018.las,application/octet-stream,22661,2018-05-09T21:11:33Z,1MDj8jgXlBS0LNBCX-6AfIJnGZi7HfIzM,,unsorted/1MDj8jgXlBS0LNBCX-6AfIJnGZi7HfIzM
1J_wAcp9fFVEdgC-FsOCPY4r0BAsncwRh,TECOLUTLA 10_CMI IMAGE PREVIEW__2487.00m-2280.5m_02MAY2018.pdf,application/pdf,16780362,2018-05-09T21:11:33Z,1MDj8jgXlBS0LNBCX-6AfIJnGZi7HfIzM,,unsorted/1MDj8jgXlBS0LNBCX-6AfIJnGZi7HfIzM
1Z_a_oiibsIuOP2xFkeaygOvEncCqNjhF,TECOLUTLA 10_CMI INTERPRETED IMAGE__2487.00m-2280.5m_02MAY2018.tif,image/tiff,50222117,2018-05-09T21:11:35Z,1MDj8jgXlBS0LNBCX-6AfIJnGZi7HfIzM,,unsorted/1MDj8jgXlBS0LNBCX-6AfIJnGZi7HfIzM
1-_D-Lb1BmjzXcVJEeWc7ZKkMpC8sn271,12593_tecolutla101_bhc_2360_2200_22fb72p.tif,image/tiff,251498,2015-08-05T17:34:06Z,1MQWVxLrO9wWSE4GzdwnrzITym9S38a6r,LAS,petrophysics/LAS
12y45oNtOLxBYGqHakn6mKo_V1vwWWUB9,12594_tecolutla101_gn_2363_1700_22fb72p.tif,image/tiff,646866,2015-08-05T17:34:06Z,1MQWVxLrO9wWSE4GzdwnrzITym9S38a6r,LAS,petrophysics/LAS
1OWqQG3XNiotERqPSw4XKYnuEdczXAfar,12595_tecolutla101_il_2363_1700_22fb72p.tif,image/tiff,628069,2015-08-05T17:34:06Z,1MQWVxLrO9wWSE4GzdwnrzITym9S38a6r,LAS,petrophysics/LAS
1Q0PET6JNhlw6s1UmpDg5DtQX3jmEbD9R,BLOQUE_TECOLUTLA_101_BHC_2200_2360_22_02_1972.TIF,image/tiff,768620,2016-06-15T21:38:11Z,1MQWVxLrO9wWSE4GzdwnrzITym9S38a6r,LAS,petrophysics/LAS
1sl6pVlZbIphzTUHDnSnapqfAYJs7rVir,BLOQUE_TECOLUTLA_101_CILD_DT_GR_ILD_NEUT_SN_SP_SPHI_1699_2364.LAS,application/octet-stream,512862,2015-01-14T23:18:08Z,1MQWVxLrO9wWSE4GzdwnrzITym9S38a6r,LAS,petrophysics/LAS
1GefzlnSHrDWKGeqf8b70g9_pFMCY_Pf-,BLOQUE_TECOLUTLA_101_GN_1700_2363_22_02_1972.TIF,image/tiff,1997450,2016-06-15T21:44:29Z,1MQWVxLrO9wWSE4GzdwnrzITym9S38a6r,LAS,petrophysics/LAS
1hJ3Tcbfl7TJwS4Qn9P508C405DBZunWJ,BLOQUE_TECOLUTLA_101_IL_1700_2363_22_02_1972.TIF,image/tiff,628069,2015-01-14T22:34:56Z,1MQWVxLrO9wWSE4GzdwnrzITym9S38a6r,LAS,petrophysics/LAS
1MvWe393vf-1BDUPl6fqaGdY7ZHYbzutS,BLOQUE_TECOLUTLA_3_CALI_595_2379_09_03_1956.LAS,application/octet-stream,312775,2015-01-14T22:44:52Z,1MQWVxLrO9wWSE4GzdwnrzITym9S38a6r,LAS,petrophysics/LAS
1wgEO877XS15uWlYfYeS_5BfROf05_p_b,BLOQUE_TECOLUTLA_3_CALI_595_2380_09_03_1956.TIF,image/tiff,334779,2015-01-14T22:41:40Z,1MQWVxLrO9wWSE4GzdwnrzITym9S38a6r,LAS,petrophysics/LAS
1IUDGEDSli9STUgqV5IubjGeTty8do8Xb,BLOQUE_TECOLUTLA_3_EL_602_2380_09_03_1956.TIF,image/tiff,570251,2015-01-14T22:41:36Z,1MQWVxLrO9wWSE4GzdwnrzITym9S38a6r,LAS,petrophysics/LAS
1N19sPrnH049IPTPH5LK3QcKmFxRZzfuf,BLOQUE_TECOLUTLA_3_GN_75_2380_09_03_1956.TIF,image/tiff,571875,2015-01-14T22:41:30Z,1MQWVxLrO9wWSE4GzdwnrzITym9S38a6r,LAS,petrophysics/LAS
1bex-vktG1O4efZAfK1KfoO34LJMhT4Ex,BLOQUE_TECOLUTLA_3_GR_NEUT_75_2379_09_03_1956.LAS,application/octet-stream,583079,2015-01-14T22:44:52Z,1MQWVxLrO9wWSE4GzdwnrzITym9S38a6r,LAS,petrophysics/LAS
1-0_PG1lFSYUkqUD1bBulxBfdmaKi_OQC,BLOQUE_TECOLUTLA_3__SP_SN_LAT_LN_602_2379_09_03_1956.LAS,application/octet-stream,731930,2015-01-14T22:44:52Z,1MQWVxLrO9wWSE4GzdwnrzITym9S38a6r,LAS,petrophysics/LAS
1uQUXak98YIgZpuzu8MI2d78A4X__RFPp,BLOQUE_TECOLUTLA_5_CALI_500_2559_25_07_1956.LAS,application/octet-stream,359562,2015-01-14T22:48:12Z,1MQWVxLrO9wWSE4GzdwnrzITym9S38a6r,LAS,petrophysics/LAS
18NQ6yHY-gg7-QDBQTHNVbRY5W0SsOYRv,BLOQUE_TECOLUTLA_5_CALI_502_2558_25_07_1956.TIF,image/tiff,908311,2015-01-14T22:40:18Z,1MQWVxLrO9wWSE4GzdwnrzITym9S38a6r,LAS,petrophysics/LAS
1K6hKRY-oBobKm6vh3yjRnhwa6OuEXIhq,BLOQUE_TECOLUTLA_5_EL_500_2558_26_07_1956.TIF,image/tiff,519466,2015-01-14T22:40:24Z,1MQWVxLrO9wWSE4GzdwnrzITym9S38a6r,LAS,petrophysics/LAS
1GqlfGLDRgL9oayAOhgZN06HQsUV0BGDC,BLOQUE_TECOLUTLA_5_GN_1500_2558_25_07_1956.TIF,image/tiff,1706095,2015-01-14T22:40:30Z,1MQWVxLrO9wWSE4GzdwnrzITym9S38a6r,LAS,petrophysics/LAS
1lQQsuWEdWleNqri8mtpdz9f5khfAWw8H,BLOQUE_TECOLUTLA_5_GR_NEUT_1500_2559_25_07_1956.LAS,application/octet-stream,272629,2015-01-14T22:48:12Z,1MQWVxLrO9wWSE4GzdwnrzITym9S38a6r,LAS,petrophysics/LAS
14cSfX6nEP55IjdeWM1uQYWpA79hTjX5e,BLOQUE_TECOLUTLA_5_SP_SN_LN_INV_500_2342_17_07_1956.LAS,application/octet-stream,758445,2015-01-14T22:48:12Z,1MQWVxLrO9wWSE4GzdwnrzITym9S38a6r,LAS,petrophysics/LAS
1z6ZncfEYx1HR_GAOwaHktgMKmo076MWY,BLOQUE_TECOLUTLA_5__SP_SN_LN_INV_2275_2559_26_07_1956.LAS,application/octet-stream,124557,2015-01-14T22:48:12Z,1MQWVxLrO9wWSE4GzdwnrzITym9S38a6r,LAS,petrophysics/LAS
